Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Cost,Profit Margin
Walmart,1197831,2020-09-01,South,Texas,Houston,Women's Street Footwear,39.0,297,1158.0,533.0,Online,625.0,46.027633851468046
Foot Locker,1185732,2020-03-07,Northeast,New York,New York,Women's Athletic Footwear,38.0,297,1129.0,429.0,Outlet,700.0,37.998228520814884
Kohl's,1189833,2021-04-19,West,California,Los Angeles,Men's Street Footwear,36.0,297,1069.0,470.0,Outlet,599.0,43.96632366697848
Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Men's Street Footwear,68.0,297,2020.0,747.0,Outlet,1273.0,36.98019801980198
Foot Locker,1185732,2020-02-07,Northeast,New York,New York,Men's Athletic Footwear,37.0,296,1095.0,383.0,Outlet,712.0,34.977168949771695
Foot Locker,1185732,2020-03-06,Northeast,New York,New York,Women's Street Footwear,37.0,296,1095.0,449.0,Outlet,646.0,41.00456621004566
Foot Locker,1185732,2021-11-18,Midwest,Missouri,St. Louis,Women's Street Footwear,25.0,295,7375.0,2581.0,In-store,4794.0,34.996610169491525
Foot Locker,1185732,2020-03-12,Northeast,New York,New York,Women's Street Footwear,35.0,295,1033.0,434.0,Outlet,599.0,42.0135527589545
Walmart,1197831,2020-08-17,South,Texas,Houston,Women's Apparel,32.0,295,944.0,538.0,Outlet,406.0,56.99152542372882
Walmart,1197831,2020-08-18,South,Texas,Houston,Men's Street Footwear,28.0,295,826.0,339.0,Outlet,487.0,41.041162227602904
Walmart,1197831,2020-08-24,South,Texas,Houston,Men's Street Footwear,29.0,295,856.0,342.0,Outlet,514.0,39.953271028037385
Sports Direct,1185732,2021-07-02,Southeast,North Carolina,Charlotte,Men's Street Footwear,60.0,294,1764.0,882.0,Online,882.0,50.0
Walmart,1185732,2020-04-29,Northeast,New York,New York,Women's Street Footwear,43.0,294,1264.0,531.0,Outlet,733.0,42.00949367088608
Walmart,1197831,2020-08-29,South,Texas,Houston,Women's Apparel,47.0,293,1377.0,868.0,Online,509.0,63.03558460421206
West Gear,1128299,2021-02-11,West,California,San Francisco,Men's Street Footwear,51.0,293,1494.0,598.0,Online,896.0,40.02677376171352
Foot Locker,1185732,2020-01-24,Northeast,New York,New York,Women's Apparel,48.0,290,1392.0,529.0,Online,863.0,38.002873563218394
Foot Locker,1185732,2020-03-03,Northeast,New York,New York,Women's Apparel,59.0,290,1711.0,616.0,Online,1095.0,36.00233781414378
Walmart,1185732,2020-04-18,Northeast,New York,New York,Women's Apparel,62.0,290,1798.0,665.0,Online,1133.0,36.985539488320356
Walmart,1185732,2020-04-26,Northeast,New York,New York,Women's Apparel,68.0,290,1972.0,749.0,Online,1223.0,37.9817444219067
Walmart,1185732,2020-07-18,Northeast,New York,New York,Women's Apparel,68.0,290,1972.0,690.0,Online,1282.0,34.98985801217038
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Street Footwear,55.0,290,1595.0,941.0,Online,654.0,58.99686520376175
Foot Locker,1185732,2021-12-05,Southeast,South Carolina,Charleston,Men's Street Footwear,67.0,290,1943.0,1166.0,Online,777.0,60.0102933607823
Foot Locker,1185732,2020-01-29,Northeast,New York,New York,Men's Apparel,43.0,289,1243.0,398.0,Outlet,845.0,32.01930812550282
Foot Locker,1185732,2020-02-03,Northeast,New York,New York,Women's Athletic Footwear,31.0,289,896.0,331.0,Outlet,565.0,36.941964285714285
Foot Locker,1185732,2020-02-09,Northeast,New York,New York,Women's Athletic Footwear,33.0,289,954.0,381.0,Outlet,573.0,39.937106918238996
Walmart,1185732,2020-04-25,Northeast,New York,New York,Men's Apparel,51.0,289,1474.0,472.0,Outlet,1002.0,32.021709633649934
Sports Direct,1197831,2020-07-26,South,Texas,Houston,Men's Athletic Footwear,23.0,289,665.0,279.0,Outlet,386.0,41.95488721804511
Walmart,1197831,2020-10-25,South,Texas,Houston,Women's Apparel,44.0,289,1272.0,725.0,Outlet,547.0,56.996855345911946
West Gear,1128299,2020-11-07,West,California,San Francisco,Men's Street Footwear,28.0,289,809.0,340.0,Outlet,469.0,42.027194066749075
West Gear,1128299,2021-01-30,West,California,San Francisco,Men's Street Footwear,36.0,289,1040.0,343.0,Outlet,697.0,32.98076923076923
Kohl's,1189833,2021-05-07,West,California,Los Angeles,Men's Street Footwear,38.0,289,1098.0,505.0,Outlet,593.0,45.99271402550091
Foot Locker,1185732,2021-07-16,South,Mississippi,Jackson,Men's Street Footwear,47.0,289,1358.0,625.0,Outlet,733.0,46.02356406480118
Foot Locker,1185732,2020-02-08,Northeast,New York,New York,Women's Street Footwear,36.0,288,1037.0,435.0,Outlet,602.0,41.94792671166827
Foot Locker,1185732,2020-03-08,Northeast,New York,New York,Men's Apparel,45.0,288,1296.0,441.0,Outlet,855.0,34.02777777777778
Kohl's,1189833,2021-05-26,West,California,Los Angeles,Men's Athletic Footwear,42.0,288,1210.0,339.0,Outlet,871.0,28.01652892561983
West Gear,1185732,2021-02-10,Southeast,Florida,Orlando,Men's Street Footwear,36.0,288,1037.0,487.0,Outlet,550.0,46.962391513982645
Foot Locker,1185732,2021-09-05,Southeast,South Carolina,Charleston,Men's Street Footwear,51.0,287,1464.0,849.0,Online,615.0,57.99180327868852
Walmart,1197831,2020-08-13,South,Texas,Houston,Men's Athletic Footwear,30.0,287,861.0,362.0,Outlet,499.0,42.044134727061554
West Gear,1128299,2021-01-24,West,California,San Francisco,Men's Street Footwear,40.0,287,1148.0,402.0,Outlet,746.0,35.01742160278746
West Gear,1128299,2021-01-25,West,California,San Francisco,Men's Athletic Footwear,42.0,287,1205.0,205.0,Outlet,1000.0,17.012448132780083
Foot Locker,1185732,2020-03-15,Northeast,New York,New York,Women's Apparel,61.0,286,1745.0,698.0,Online,1047.0,40.0
Walmart,1185732,2020-05-05,Northeast,New York,New York,Women's Street Footwear,54.0,285,1539.0,723.0,Online,816.0,46.978557504873294
Walmart,1197831,2020-10-27,South,Texas,Houston,Men's Athletic Footwear,44.0,285,1254.0,602.0,Online,652.0,48.006379585326954
Sports Direct,1197831,2021-04-23,South,Tennessee,Knoxville,Women's Street Footwear,46.0,285,1311.0,787.0,Online,524.0,60.03051106025934
Walmart,1197831,2020-08-25,South,Texas,Houston,Men's Athletic Footwear,32.0,285,912.0,383.0,Outlet,529.0,41.99561403508772
Kohl's,1189833,2021-04-25,West,California,Los Angeles,Men's Street Footwear,30.0,285,855.0,402.0,Outlet,453.0,47.01754385964912
Foot Locker,1185732,2020-09-23,Southeast,Florida,Miami,Men's Street Footwear,53.0,284,1505.0,828.0,Online,677.0,55.01661129568106
Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Men's Street Footwear,33.0,283,934.0,532.0,Online,402.0,56.9593147751606
Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Men's Street Footwear,48.0,282,1354.0,744.0,Online,610.0,54.94830132939439
Foot Locker,1185732,2020-01-04,Northeast,New York,New York,Women's Athletic Footwear,36.0,281,1012.0,374.0,Outlet,638.0,36.95652173913043
Foot Locker,1185732,2020-02-04,Northeast,New York,New York,Men's Apparel,44.0,281,1236.0,445.0,Outlet,791.0,36.003236245954696
Walmart,1197831,2020-10-22,South,Texas,Houston,Women's Street Footwear,34.0,281,955.0,373.0,Outlet,582.0,39.05759162303665
West Gear,1128299,2021-01-08,West,California,San Francisco,Women's Street Footwear,42.0,281,1180.0,531.0,Outlet,649.0,45.0
Sports Direct,1197831,2021-10-16,South,Texas,Dallas,Men's Street Footwear,46.0,281,1293.0,608.0,Outlet,685.0,47.022428460943544
Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Women's Apparel,30.0,281,843.0,447.0,Outlet,396.0,53.02491103202846
Walmart,1185732,2020-04-24,Northeast,New York,New York,Women's Apparel,59.0,280,1652.0,661.0,Online,991.0,40.012106537530265
Foot Locker,1185732,2020-02-10,Northeast,New York,New York,Men's Apparel,47.0,280,1316.0,461.0,Outlet,855.0,35.03039513677811
Walmart,1185732,2020-05-01,Northeast,New York,New York,Men's Apparel,47.0,280,1316.0,474.0,Outlet,842.0,36.01823708206687
West Gear,1128299,2021-01-31,West,California,San Francisco,Men's Athletic Footwear,39.0,280,1092.0,197.0,Outlet,895.0,18.04029304029304
Sports Direct,1197831,2021-09-11,South,Texas,Dallas,Men's Athletic Footwear,40.0,280,1120.0,459.0,Outlet,661.0,40.982142857142854
Sports Direct,1197831,2021-09-15,South,Texas,Dallas,Women's Apparel,42.0,280,1176.0,647.0,Outlet,529.0,55.01700680272109
Sports Direct,1197831,2021-09-05,South,Alabama,Birmingham,Women's Apparel,36.0,280,1008.0,645.0,Outlet,363.0,63.988095238095234
Sports Direct,1197831,2021-09-11,South,Alabama,Birmingham,Women's Apparel,47.0,280,1316.0,921.0,Outlet,395.0,69.98480243161094
Walmart,1128299,2021-12-16,Southeast,Florida,Orlando,Men's Street Footwear,58.0,280,1624.0,585.0,Outlet,1039.0,36.02216748768473
Walmart,1185732,2020-04-17,Northeast,New York,New York,Men's Apparel,43.0,279,1200.0,396.0,Outlet,804.0,33.0
Walmart,1185732,2020-05-07,Northeast,New York,New York,Men's Apparel,48.0,279,1339.0,496.0,Outlet,843.0,37.04256908140403
Foot Locker,1185732,2020-03-06,Northeast,New York,New York,Women's Street Footwear,46.0,278,1279.0,614.0,Online,665.0,48.00625488663018
Foot Locker,1185732,2020-09-22,Southeast,Florida,Miami,Women's Apparel,56.0,278,1557.0,950.0,Online,607.0,61.01477199743096
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Women's Apparel,58.0,278,1612.0,984.0,Online,628.0,61.04218362282878
Foot Locker,1185732,2021-11-06,Southeast,South Carolina,Charleston,Men's Street Footwear,50.0,278,1390.0,792.0,Online,598.0,56.97841726618705
Foot Locker,1185732,2020-03-14,Northeast,New York,New York,Men's Apparel,46.0,278,1279.0,435.0,Outlet,844.0,34.010946051602815
West Gear,1128299,2021-01-19,West,California,San Francisco,Men's Athletic Footwear,47.0,278,1307.0,287.0,Outlet,1020.0,21.958684009181333
Sports Direct,1197831,2021-09-14,South,Alabama,Birmingham,Women's Street Footwear,36.0,278,1001.0,530.0,Outlet,471.0,52.94705294705294
West Gear,1197831,2021-07-06,West,Idaho,Boise,Women's Street Footwear,34.0,278,945.0,397.0,Outlet,548.0,42.01058201058201
West Gear,1128299,2021-01-12,West,California,San Francisco,Men's Street Footwear,56.0,277,1551.0,698.0,Online,853.0,45.003223726627986
Foot Locker,1185732,2020-01-21,Northeast,New York,New York,Women's Street Footwear,36.0,276,994.0,467.0,Online,527.0,46.98189134808853
Walmart,1197831,2020-08-17,South,Texas,Houston,Women's Apparel,37.0,276,1021.0,643.0,Online,378.0,62.977473065621936
Sports Direct,1185732,2021-03-02,Southeast,North Carolina,Charlotte,Men's Street Footwear,28.0,276,773.0,417.0,Online,356.0,53.94566623544631
Sports Direct,1197831,2021-08-23,South,Alabama,Birmingham,Men's Apparel,25.0,275,6875.0,2750.0,Outlet,4125.0,40.0
Foot Locker,1185732,2021-01-18,Midwest,Michigan,Detroit,Women's Athletic Footwear,25.0,275,6875.0,2750.0,In-store,4125.0,40.0
Foot Locker,1185732,2021-04-18,Midwest,Missouri,St. Louis,Men's Athletic Footwear,30.0,275,8250.0,2888.0,In-store,5362.0,35.00606060606061
Foot Locker,1185732,2021-04-18,Midwest,Missouri,St. Louis,Women's Street Footwear,20.0,275,5500.0,1925.0,In-store,3575.0,35.0
Foot Locker,1185732,2021-09-19,Midwest,Missouri,St. Louis,Women's Athletic Footwear,15.0,275,4125.0,1650.0,In-store,2475.0,40.0
Foot Locker,1185732,2021-09-19,Midwest,Missouri,St. Louis,Men's Apparel,25.0,275,6875.0,2406.0,In-store,4469.0,34.99636363636364
West Gear,1185732,2021-05-12,West,Utah,Salt Lake City,Women's Athletic Footwear,25.0,275,6875.0,2750.0,In-store,4125.0,40.0
West Gear,1185732,2021-10-11,West,Utah,Salt Lake City,Women's Athletic Footwear,20.0,275,5500.0,2200.0,In-store,3300.0,40.0
West Gear,1185732,2021-10-11,West,Utah,Salt Lake City,Men's Apparel,30.0,275,8250.0,2888.0,In-store,5362.0,35.00606060606061
Foot Locker,1185732,2021-03-16,South,Mississippi,Jackson,Women's Athletic Footwear,20.0,275,5500.0,2200.0,Online,3300.0,40.0
Walmart,1197831,2021-10-21,South,Arkansas,Little Rock,Women's Athletic Footwear,20.0,275,5500.0,2200.0,Online,3300.0,40.0
Walmart,1197831,2021-10-21,South,Arkansas,Little Rock,Men's Apparel,30.0,275,8250.0,2888.0,Online,5362.0,35.00606060606061
West Gear,1197831,2021-02-21,South,Arkansas,Little Rock,Men's Athletic Footwear,25.0,275,6875.0,2406.0,Online,4469.0,34.99636363636364
West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Women's Street Footwear,10.0,275,2750.0,1100.0,Online,1650.0,40.0
West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Women's Apparel,25.0,275,6875.0,2750.0,Online,4125.0,40.0
West Gear,1197831,2021-09-19,South,Oklahoma,Oklahoma City,Women's Street Footwear,15.0,275,4125.0,1650.0,Online,2475.0,40.0
Foot Locker,1197831,2021-11-13,Midwest,Kansas,Wichita,Men's Athletic Footwear,15.0,275,4125.0,1444.0,Online,2681.0,35.00606060606061
Foot Locker,1185732,2021-01-12,Midwest,Kansas,Wichita,Women's Street Footwear,30.0,275,8250.0,2475.0,Online,5775.0,30.0
Sports Direct,1185732,2021-01-09,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,25.0,275,6875.0,2063.0,Online,4812.0,30.007272727272728
Sports Direct,1185732,2021-02-09,Midwest,North Dakota,Fargo,Women's Apparel,25.0,275,6875.0,2750.0,Online,4125.0,40.0
Foot Locker,1185732,2021-06-06,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30.0,275,8250.0,2888.0,In-store,5362.0,35.00606060606061
Foot Locker,1185732,2021-09-07,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30.0,275,8250.0,2888.0,In-store,5362.0,35.00606060606061
West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Women's Street Footwear,15.0,275,4125.0,1444.0,In-store,2681.0,35.00606060606061
West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Women's Apparel,25.0,275,6875.0,2750.0,In-store,4125.0,40.0
West Gear,1185732,2021-09-11,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,30.0,275,8250.0,3300.0,In-store,4950.0,40.0
West Gear,1185732,2021-03-16,Northeast,West Virginia,Charleston,Men's Athletic Footwear,30.0,275,8250.0,3300.0,In-store,4950.0,40.0
Foot Locker,1185732,2021-02-15,Northeast,Maryland,Baltimore,Women's Street Footwear,30.0,275,8250.0,3300.0,In-store,4950.0,40.0
Foot Locker,1185732,2021-03-13,Northeast,Delaware,Wilmington,Women's Street Footwear,30.0,275,8250.0,3300.0,In-store,4950.0,40.0
Kohl's,1185732,2021-01-10,Northeast,Delaware,Wilmington,Women's Street Footwear,25.0,275,6875.0,2750.0,In-store,4125.0,40.0
Walmart,1185732,2020-04-28,Northeast,New York,New York,Men's Athletic Footwear,53.0,273,1447.0,622.0,Online,825.0,42.98548721492744
West Gear,1128299,2021-01-06,West,California,San Francisco,Men's Street Footwear,56.0,273,1529.0,764.0,Online,765.0,49.9672988881622
West Gear,1128299,2021-01-18,West,California,San Francisco,Men's Street Footwear,62.0,273,1693.0,779.0,Online,914.0,46.012994683992915
West Gear,1128299,2021-02-12,West,California,San Francisco,Men's Athletic Footwear,58.0,273,1583.0,428.0,Online,1155.0,27.03727100442198
Sports Direct,1197831,2021-09-24,South,Texas,Dallas,Women's Street Footwear,46.0,273,1256.0,691.0,Online,565.0,55.015923566878975
Foot Locker,1185732,2020-08-06,West,Washington,Seattle,Men's Street Footwear,44.0,273,1201.0,661.0,Online,540.0,55.037468776019985
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Men's Street Footwear,51.0,273,1392.0,780.0,Online,612.0,56.03448275862068
Walmart,1197831,2020-08-11,South,Texas,Houston,Women's Apparel,27.0,272,734.0,404.0,Outlet,330.0,55.04087193460491
Walmart,1197831,2020-09-11,South,Texas,Houston,Men's Street Footwear,31.0,272,843.0,329.0,Outlet,514.0,39.02728351126928
West Gear,1128299,2020-11-13,West,California,San Francisco,Men's Street Footwear,36.0,272,979.0,382.0,Outlet,597.0,39.0194075587334
Kohl's,1189833,2021-04-26,West,California,Los Angeles,Men's Athletic Footwear,37.0,272,1006.0,292.0,Outlet,714.0,29.025844930417495
Kohl's,1189833,2021-05-19,West,California,Los Angeles,Men's Street Footwear,40.0,272,1088.0,500.0,Outlet,588.0,45.955882352941174
Sports Direct,1197831,2021-09-21,South,Texas,Dallas,Women's Apparel,47.0,272,1278.0,729.0,Outlet,549.0,57.04225352112676
Sports Direct,1197831,2021-04-15,South,Tennessee,Knoxville,Men's Street Footwear,29.0,272,789.0,394.0,Outlet,395.0,49.93662864385298
Sports Direct,1197831,2021-04-20,South,Tennessee,Knoxville,Women's Apparel,38.0,272,1034.0,641.0,Outlet,393.0,61.992263056092845
Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Men's Street Footwear,50.0,272,1360.0,435.0,Outlet,925.0,31.985294117647058
Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Men's Athletic Footwear,60.0,272,1632.0,441.0,Outlet,1191.0,27.02205882352941
West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Men's Street Footwear,30.0,272,816.0,416.0,Outlet,400.0,50.98039215686274
Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Men's Street Footwear,60.0,272,1632.0,604.0,Outlet,1028.0,37.00980392156863
Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Men's Street Footwear,67.0,272,1822.0,729.0,Outlet,1093.0,40.01097694840834
West Gear,1128299,2021-12-16,South,Louisiana,New Orleans,Men's Street Footwear,46.0,272,1251.0,576.0,Outlet,675.0,46.043165467625904
West Gear,1128299,2020-11-03,South,Texas,Houston,Women's Street Footwear,33.0,271,894.0,376.0,Outlet,518.0,42.05816554809844
West Gear,1128299,2020-12-25,West,California,San Francisco,Men's Street Footwear,40.0,271,1084.0,412.0,Outlet,672.0,38.00738007380074
West Gear,1128299,2021-02-14,West,California,San Francisco,Women's Athletic Footwear,40.0,271,1084.0,325.0,Outlet,759.0,29.981549815498155
Sports Direct,1197831,2021-04-08,South,Tennessee,Knoxville,Women's Apparel,31.0,271,840.0,496.0,Outlet,344.0,59.04761904761905
Sports Direct,1197831,2021-04-22,South,Tennessee,Knoxville,Men's Athletic Footwear,44.0,271,1192.0,608.0,Outlet,584.0,51.006711409395976
West Gear,1197831,2021-07-06,West,Idaho,Boise,Men's Athletic Footwear,40.0,271,1084.0,466.0,Outlet,618.0,42.988929889298895
Walmart,1197831,2021-07-19,South,Arkansas,Little Rock,Men's Street Footwear,39.0,271,1057.0,444.0,Outlet,613.0,42.005676442762535
Foot Locker,1185732,2020-03-05,Northeast,New York,New York,Men's Athletic Footwear,54.0,270,1458.0,598.0,Online,860.0,41.01508916323731
Walmart,1185732,2020-04-17,Northeast,New York,New York,Men's Apparel,54.0,270,1458.0,656.0,Online,802.0,44.99314128943759
Walmart,1185732,2020-04-20,Northeast,New York,New York,Men's Athletic Footwear,50.0,270,1350.0,594.0,Online,756.0,44.0
Kohl's,1189833,2021-04-19,West,California,Los Angeles,Men's Street Footwear,44.0,270,1188.0,653.0,Online,535.0,54.966329966329965
Sports Direct,1185732,2020-09-29,Southeast,Florida,Miami,Men's Street Footwear,56.0,270,1512.0,907.0,Online,605.0,59.98677248677249
West Gear,1128299,2021-07-16,South,Louisiana,New Orleans,Men's Street Footwear,86.0,270,2322.0,1231.0,Online,1091.0,53.01464254952627
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Men's Athletic Footwear,58.0,270,1566.0,767.0,Online,799.0,48.97828863346105
Foot Locker,1185732,2020-03-13,Northeast,New York,New York,Women's Athletic Footwear,35.0,270,945.0,350.0,Outlet,595.0,37.03703703703704
Walmart,1185732,2020-04-30,Northeast,New York,New York,Women's Athletic Footwear,41.0,270,1107.0,410.0,Outlet,697.0,37.03703703703704
Sports Direct,1197831,2020-07-19,Northeast,New York,New York,Men's Street Footwear,20.0,270,540.0,211.0,Outlet,329.0,39.07407407407407
Sports Direct,1197831,2020-07-20,Northeast,New York,New York,Men's Athletic Footwear,26.0,270,702.0,260.0,Outlet,442.0,37.03703703703704
Walmart,1197831,2020-09-04,South,Texas,Houston,Women's Apparel,39.0,270,1053.0,569.0,Outlet,484.0,54.036087369420706
Walmart,1197831,2020-10-20,South,Texas,Houston,Men's Street Footwear,34.0,270,918.0,349.0,Outlet,569.0,38.01742919389978
West Gear,1128299,2020-12-31,West,California,San Francisco,Men's Street Footwear,44.0,270,1188.0,523.0,Outlet,665.0,44.023569023569024
Walmart,1185732,2020-04-21,Northeast,New York,New York,Women's Street Footwear,47.0,268,1260.0,592.0,Online,668.0,46.98412698412698
Walmart,1197831,2020-08-12,South,Texas,Houston,Men's Street Footwear,29.0,268,777.0,373.0,Online,404.0,48.00514800514801
